"","ReferenceArea","code","value","variable","Area"
"467","S01000561","S01000561",30153,"65 And Over","Data Zones"
"468","S01005031","S01005031",13725,"65 And Over","Data Zones"
"469","S01000562","S01000562",37019,"65 And Over","Data Zones"
"470","S01000563","S01000563",34127,"65 And Over","Data Zones"
"471","S01003543","S01003543",61538,"65 And Over","Data Zones"
"472","S01000564","S01000564",31034,"65 And Over","Data Zones"
"473","S01006147","S01006147",21192,"65 And Over","Data Zones"
"474","S01000565","S01000565",24167,"65 And Over","Data Zones"
"475","S01003544","S01003544",29825,"65 And Over","Data Zones"
"476","S01000566","S01000566",17857,"65 And Over","Data Zones"
"477","S01005776","S01005776",14124,"65 And Over","Data Zones"
"478","S01000567","S01000567",23026,"65 And Over","Data Zones"
"479","S01005032","S01005032",20513,"65 And Over","Data Zones"
"480","S01003545","S01003545",18519,"65 And Over","Data Zones"
"481","S01000568","S01000568",21053,"65 And Over","Data Zones"
"482","S01000569","S01000569",23497,"65 And Over","Data Zones"
"483","S01003546","S01003546",39592,"65 And Over","Data Zones"
"484","S01000570","S01000570",21978,"65 And Over","Data Zones"
"485","S01005033","S01005033",14118,"65 And Over","Data Zones"
"486","S01000571","S01000571",44485,"65 And Over","Data Zones"
"487","S01003547","S01003547",17647,"65 And Over","Data Zones"
"488","S01000572","S01000572",13559,"65 And Over","Data Zones"
"489","S01006427","S01006427",30833,"65 And Over","Data Zones"
"490","S01005034","S01005034",14815,"65 And Over","Data Zones"
"491","S01000573","S01000573",12088,"65 And Over","Data Zones"
"492","S01000574","S01000574",25275,"65 And Over","Data Zones"
"493","S01003548","S01003548",22727,"65 And Over","Data Zones"
"494","S01005777","S01005777",18699,"65 And Over","Data Zones"
"495","S01000575","S01000575",37968,"65 And Over","Data Zones"
"496","S01003549","S01003549",31373,"65 And Over","Data Zones"
"497","S01000576","S01000576",15758,"65 And Over","Data Zones"
"498","S01005035","S01005035",15493,"65 And Over","Data Zones"
"499","S01000577","S01000577",21192,"65 And Over","Data Zones"
"500","S01003550","S01003550",20000,"65 And Over","Data Zones"
"501","S01000578","S01000578",20118,"65 And Over","Data Zones"
"502","S01006148","S01006148",33155,"65 And Over","Data Zones"
"503","S01000579","S01000579",19527,"65 And Over","Data Zones"
"504","S01003551","S01003551",44118,"65 And Over","Data Zones"
"505","S01000580","S01000580",13380,"65 And Over","Data Zones"
"506","S01000581","S01000581",20408,"65 And Over","Data Zones"
"507","S01003552","S01003552",25275,"65 And Over","Data Zones"
"508","S01000582","S01000582",15909,"65 And Over","Data Zones"
"509","S01005036","S01005036",28444,"65 And Over","Data Zones"
"510","S01000583","S01000583",13386,"65 And Over","Data Zones"
"511","S01003553","S01003553",29885,"65 And Over","Data Zones"
"512","S01005778","S01005778",23179,"65 And Over","Data Zones"
"513","S01000584","S01000584",20958,"65 And Over","Data Zones"
"514","S01000585","S01000585",21756,"65 And Over","Data Zones"
"515","S01003554","S01003554",31646,"65 And Over","Data Zones"
"516","S01000586","S01000586",12214,"65 And Over","Data Zones"
"517","S01005037","S01005037",36697,"65 And Over","Data Zones"
"518","S01000587","S01000587",14286,"65 And Over","Data Zones"
"519","S01003555","S01003555",12766,"65 And Over","Data Zones"
"520","S01000588","S01000588",18713,"65 And Over","Data Zones"
"521","S01006149","S01006149",11290,"65 And Over","Data Zones"
"522","S01000589","S01000589",12637,"65 And Over","Data Zones"
"523","S01003556","S01003556",18605,"65 And Over","Data Zones"
"524","S01000590","S01000590",23148,"65 And Over","Data Zones"
"525","S01005779","S01005779",13559,"65 And Over","Data Zones"
"526","S01000591","S01000591",17222,"65 And Over","Data Zones"
"527","S01003557","S01003557",35714,"65 And Over","Data Zones"
"528","S01000592","S01000592",19048,"65 And Over","Data Zones"
"529","S01005038","S01005038",18774,"65 And Over","Data Zones"
"530","S01000593","S01000593",19149,"65 And Over","Data Zones"
"531","S01005039","S01005039",18361,"65 And Over","Data Zones"
"532","S01003558","S01003558",23164,"65 And Over","Data Zones"
"533","S01000594","S01000594",27660,"65 And Over","Data Zones"
"534","S01000595","S01000595",19512,"65 And Over","Data Zones"
"535","S01003559","S01003559",20833,"65 And Over","Data Zones"
"536","S01000596","S01000596",20109,"65 And Over","Data Zones"
"537","S01006334","S01006334",22043,"65 And Over","Data Zones"
"538","S01000597","S01000597",9402,"65 And Over","Data Zones"
"539","S01003560","S01003560",31304,"65 And Over","Data Zones"
"540","S01005780","S01005780",12048,"65 And Over","Data Zones"
"541","S01000598","S01000598",22963,"65 And Over","Data Zones"
"542","S01003561","S01003561",40994,"65 And Over","Data Zones"
"543","S01000599","S01000599",27354,"65 And Over","Data Zones"
"544","S01000600","S01000600",25641,"65 And Over","Data Zones"
"545","S01005040","S01005040",41420,"65 And Over","Data Zones"
"546","S01000601","S01000601",13426,"65 And Over","Data Zones"
"547","S01003562","S01003562",49091,"65 And Over","Data Zones"
"548","S01000602","S01000602",19310,"65 And Over","Data Zones"
"549","S01005041","S01005041",30189,"65 And Over","Data Zones"
"550","S01000603","S01000603",13876,"65 And Over","Data Zones"
"551","S01003563","S01003563",24731,"65 And Over","Data Zones"
"552","S01000604","S01000604",14748,"65 And Over","Data Zones"
"553","S01006150","S01006150",7937,"65 And Over","Data Zones"
"554","S01000605","S01000605",17573,"65 And Over","Data Zones"
"555","S01003564","S01003564",41905,"65 And Over","Data Zones"
"556","S01000606","S01000606",25424,"65 And Over","Data Zones"
"557","S01005042","S01005042",19008,"65 And Over","Data Zones"
"558","S01000607","S01000607",17373,"65 And Over","Data Zones"
"559","S01003565","S01003565",38043,"65 And Over","Data Zones"
"560","S01005781","S01005781",28378,"65 And Over","Data Zones"
"561","S01000608","S01000608",24342,"65 And Over","Data Zones"
"562","S01003566","S01003566",56250,"65 And Over","Data Zones"
"563","S01000609","S01000609",18675,"65 And Over","Data Zones"
"564","S01000610","S01000610",29688,"65 And Over","Data Zones"
"565","S01005043","S01005043",27397,"65 And Over","Data Zones"
"566","S01003567","S01003567",28358,"65 And Over","Data Zones"
"567","S01000611","S01000611",13953,"65 And Over","Data Zones"
"568","S01006496","S01006496",43128,"65 And Over","Data Zones"
"569","S01000612","S01000612",15000,"65 And Over","Data Zones"
"570","S01000613","S01000613",29675,"65 And Over","Data Zones"
"571","S01003568","S01003568",23171,"65 And Over","Data Zones"
"572","S01000614","S01000614",28276,"65 And Over","Data Zones"
"573","S01005782","S01005782",32065,"65 And Over","Data Zones"
"574","S01000615","S01000615",28333,"65 And Over","Data Zones"
"575","S01003569","S01003569",18675,"65 And Over","Data Zones"
"576","S01000616","S01000616",10784,"65 And Over","Data Zones"
"577","S01005044","S01005044",27684,"65 And Over","Data Zones"
"578","S01000617","S01000617",28788,"65 And Over","Data Zones"
"579","S01006151","S01006151",11765,"65 And Over","Data Zones"
"580","S01000618","S01000618",19444,"65 And Over","Data Zones"
"581","S01003570","S01003570",24627,"65 And Over","Data Zones"
"582","S01000619","S01000619",11724,"65 And Over","Data Zones"
"583","S01003571","S01003571",29870,"65 And Over","Data Zones"
"584","S01005045","S01005045",27807,"65 And Over","Data Zones"
"585","S01000620","S01000620",27273,"65 And Over","Data Zones"
"586","S01000621","S01000621",23792,"65 And Over","Data Zones"
"587","S01003572","S01003572",63068,"65 And Over","Data Zones"
"588","S01000622","S01000622",16071,"65 And Over","Data Zones"
"589","S01005046","S01005046",26486,"65 And Over","Data Zones"
"590","S01003573","S01003573",42975,"65 And Over","Data Zones"
"591","S01000623","S01000623",16216,"65 And Over","Data Zones"
"592","S01006335","S01006335",21705,"65 And Over","Data Zones"
"593","S01000624","S01000624",18919,"65 And Over","Data Zones"
"594","S01003574","S01003574",11429,"65 And Over","Data Zones"
"595","S01000625","S01000625",26042,"65 And Over","Data Zones"
"596","S01000626","S01000626",10843,"65 And Over","Data Zones"
"597","S01005783","S01005783",29630,"65 And Over","Data Zones"
"598","S01000627","S01000627",24818,"65 And Over","Data Zones"
"599","S01003575","S01003575",42453,"65 And Over","Data Zones"
"600","S01000628","S01000628",31000,"65 And Over","Data Zones"
"601","S01005047","S01005047",35563,"65 And Over","Data Zones"
"602","S01000629","S01000629",23664,"65 And Over","Data Zones"
"603","S01003576","S01003576",34921,"65 And Over","Data Zones"
"604","S01000630","S01000630",11561,"65 And Over","Data Zones"
"605","S01005048","S01005048",15060,"65 And Over","Data Zones"
"606","S01005784","S01005784",56429,"65 And Over","Data Zones"
"607","S01000631","S01000631",15385,"65 And Over","Data Zones"
"608","S01000632","S01000632",18033,"65 And Over","Data Zones"
"609","S01003577","S01003577",29747,"65 And Over","Data Zones"
"610","S01000633","S01000633",7937,"65 And Over","Data Zones"
"611","S01003578","S01003578",24242,"65 And Over","Data Zones"
"612","S01000634","S01000634",17606,"65 And Over","Data Zones"
"613","S01005049","S01005049",28906,"65 And Over","Data Zones"
"614","S01000635","S01000635",16832,"65 And Over","Data Zones"
"615","S01003579","S01003579",40206,"65 And Over","Data Zones"
"616","S01006152","S01006152",15122,"65 And Over","Data Zones"
"617","S01000636","S01000636",15464,"65 And Over","Data Zones"
"618","S01000637","S01000637",16071,"65 And Over","Data Zones"
"619","S01003580","S01003580",29204,"65 And Over","Data Zones"
"620","S01005050","S01005050",25197,"65 And Over","Data Zones"
"621","S01000638","S01000638",22527,"65 And Over","Data Zones"
"622","S01003581","S01003581",35000,"65 And Over","Data Zones"
"623","S01000639","S01000639",17172,"65 And Over","Data Zones"
"624","S01006336","S01006336",26562,"65 And Over","Data Zones"
"625","S01000640","S01000640",23602,"65 And Over","Data Zones"
"626","S01003582","S01003582",65289,"65 And Over","Data Zones"
"627","S01000641","S01000641",19553,"65 And Over","Data Zones"
"628","S01005051","S01005051",29310,"65 And Over","Data Zones"
"629","S01000642","S01000642",10938,"65 And Over","Data Zones"
"630","S01003583","S01003583",40000,"65 And Over","Data Zones"
"631","S01000643","S01000643",5000,"65 And Over","Data Zones"
"632","S01005785","S01005785",12791,"65 And Over","Data Zones"
"633","S01000644","S01000644",16760,"65 And Over","Data Zones"
"634","S01003584","S01003584",47059,"65 And Over","Data Zones"
"635","S01000645","S01000645",13462,"65 And Over","Data Zones"
"636","S01005052","S01005052",17647,"65 And Over","Data Zones"
"637","S01000646","S01000646",19249,"65 And Over","Data Zones"
"638","S01003585","S01003585",23529,"65 And Over","Data Zones"
"639","S01000647","S01000647",17436,"65 And Over","Data Zones"
"640","S01000648","S01000648",18261,"65 And Over","Data Zones"
"641","S01006474","S01006474",30833,"65 And Over","Data Zones"
"642","S01003586","S01003586",43791,"65 And Over","Data Zones"
"643","S01000649","S01000649",8333,"65 And Over","Data Zones"
"644","S01000650","S01000650",8209,"65 And Over","Data Zones"
"645","S01005786","S01005786",32632,"65 And Over","Data Zones"
"646","S01000651","S01000651",41176,"65 And Over","Data Zones"
"647","S01003587","S01003587",17266,"65 And Over","Data Zones"
"648","S01000652","S01000652",22870,"65 And Over","Data Zones"
"649","S01005053","S01005053",43590,"65 And Over","Data Zones"
"650","S01000653","S01000653",35918,"65 And Over","Data Zones"
"651","S01003588","S01003588",38462,"65 And Over","Data Zones"
"652","S01000654","S01000654",21429,"65 And Over","Data Zones"
"653","S01005054","S01005054",32558,"65 And Over","Data Zones"
"654","S01000655","S01000655",34211,"65 And Over","Data Zones"
"655","S01003589","S01003589",21264,"65 And Over","Data Zones"
"656","S01000656","S01000656",24405,"65 And Over","Data Zones"
"657","S01006153","S01006153",12500,"65 And Over","Data Zones"
"658","S01000657","S01000657",22951,"65 And Over","Data Zones"
"659","S01003590","S01003590",33333,"65 And Over","Data Zones"
"660","S01000658","S01000658",16667,"65 And Over","Data Zones"
"661","S01005055","S01005055",31343,"65 And Over","Data Zones"
"662","S01000659","S01000659",25797,"65 And Over","Data Zones"
"663","S01003591","S01003591",17391,"65 And Over","Data Zones"
"664","S01000660","S01000660",13636,"65 And Over","Data Zones"
"665","S01005787","S01005787",20741,"65 And Over","Data Zones"
"666","S01003592","S01003592",25510,"65 And Over","Data Zones"
"667","S01000661","S01000661",24841,"65 And Over","Data Zones"
"668","S01000662","S01000662",17073,"65 And Over","Data Zones"
"669","S01006154","S01006154",13514,"65 And Over","Data Zones"
"670","S01003593","S01003593",41549,"65 And Over","Data Zones"
"671","S01000663","S01000663",17021,"65 And Over","Data Zones"
"672","S01005056","S01005056",33158,"65 And Over","Data Zones"
"673","S01000664","S01000664",13659,"65 And Over","Data Zones"
"674","S01005788","S01005788",19167,"65 And Over","Data Zones"
"675","S01000665","S01000665",26282,"65 And Over","Data Zones"
"676","S01003594","S01003594",24000,"65 And Over","Data Zones"
"677","S01000666","S01000666",18333,"65 And Over","Data Zones"
"678","S01005057","S01005057",21905,"65 And Over","Data Zones"
"679","S01000667","S01000667",16239,"65 And Over","Data Zones"
"680","S01003595","S01003595",36082,"65 And Over","Data Zones"
"681","S01000668","S01000668",25161,"65 And Over","Data Zones"
"682","S01003596","S01003596",31783,"65 And Over","Data Zones"
"683","S01000669","S01000669",24876,"65 And Over","Data Zones"
"684","S01005789","S01005789",22115,"65 And Over","Data Zones"
"685","S01000670","S01000670",14570,"65 And Over","Data Zones"
"686","S01000671","S01000671",23729,"65 And Over","Data Zones"
"687","S01003597","S01003597",25248,"65 And Over","Data Zones"
"688","S01000672","S01000672",14286,"65 And Over","Data Zones"
"689","S01005058","S01005058",11236,"65 And Over","Data Zones"
"690","S01003598","S01003598",34254,"65 And Over","Data Zones"
"691","S01000673","S01000673",10383,"65 And Over","Data Zones"
"692","S01000674","S01000674",25000,"65 And Over","Data Zones"
"693","S01005059","S01005059",17708,"65 And Over","Data Zones"
"694","S01000675","S01000675",14857,"65 And Over","Data Zones"
"695","S01003599","S01003599",34500,"65 And Over","Data Zones"
"696","S01000676","S01000676",24762,"65 And Over","Data Zones"
"697","S01006337","S01006337",13953,"65 And Over","Data Zones"
"698","S01000677","S01000677",29452,"65 And Over","Data Zones"
"699","S01003600","S01003600",31447,"65 And Over","Data Zones"
"700","S01000678","S01000678",17989,"65 And Over","Data Zones"
"701","S01005060","S01005060",32773,"65 And Over","Data Zones"
"702","S01000679","S01000679",29508,"65 And Over","Data Zones"
"703","S01003601","S01003601",21739,"65 And Over","Data Zones"
"704","S01000680","S01000680",28000,"65 And Over","Data Zones"
"705","S01005790","S01005790",24444,"65 And Over","Data Zones"
"706","S01000681","S01000681",20122,"65 And Over","Data Zones"
"707","S01003602","S01003602",33544,"65 And Over","Data Zones"
"708","S01000682","S01000682",30899,"65 And Over","Data Zones"
"709","S01005061","S01005061",34524,"65 And Over","Data Zones"
"710","S01000683","S01000683",22105,"65 And Over","Data Zones"
"711","S01003603","S01003603",36364,"65 And Over","Data Zones"
"712","S01006155","S01006155",25658,"65 And Over","Data Zones"
"713","S01000684","S01000684",29545,"65 And Over","Data Zones"
"714","S01000685","S01000685",23828,"65 And Over","Data Zones"
"715","S01005062","S01005062",23333,"65 And Over","Data Zones"
"716","S01000686","S01000686",20000,"65 And Over","Data Zones"
